U id,Name of organis,Floor levels t,Description of 1,Type of associ,Goods access,Organisation w,Street name eg,Street number,Postcode incl,Unit number i,Internal photo,External photo,Source,Category plus,Wmt sector,Branch status,Premises,Manufacturing making,Repair,Creative industrial,Building construction repair,Wholesale distribution,Level
352,Daniel Reynolds,Level 1,Sculpture,Yard shared with others,Loading from vehicles in yard used,www.danielreynoldsstuidos.com,Illiffe Yard,NA,SE17 3QA,8.0,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=67fa38da-53e7-49e9-a334-7db1dbb80005_1568278958.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=67fa38da-53e7-49e9-a334-7db1dbb80005_1568278973.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
776,Corin Johnson,Ground Floor,Stone Carving,Yard shared with others,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",http://www.corinjohnson.co.uk/,Peckham Road,36 - 38,SE5 8QT,3.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=224ce7b8-155e-4617-89d3-452c589e1a37_1565878275.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
971,Thaddeus Hughes Strassberger,Level 4 and above,Theatre Production,No associated yard space,Goods lift access,www.tstrassberger.con,Clements Road,100,SE16 4DG,502.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=6fbf0e82-6500-45ab-892e-d19f6b40c39d_1564649340.jpg,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L2
270,'The Tinkerer',Ground Floor,Tinkering/Making,Yard shared with others,NA,NA,Peacock yard,5,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
269,Unknown Market/Artist/Designer,Level 1,Unknown Market/Artist/Designer,Yard shared with others,NA,NA,Peacock yard,5a,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
298,Dominic Hawgood,Level 2,Visual Artist,No associated yard space,No goods access required,http://dominichawgood.com/,Clements Road,100,SE16 4DG,40.0,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L2
225,NA,Level 2,Visual Artist/Painter,No associated yard space,No goods access required,NA,Clements Road,100,SE16 4DG,56.0,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L2
1054,Visualise,Level 2,Vr Agency,No associated yard space,Goods lift access,https://visualise.com/,Drummond Road,100,SE16 4DG,201.0,NA,NA,Cities,Artisan / art production,M Services: professional,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L2
1234,Bancrof Wines,Ground Floor,Wine Wholesale And Import,Yard shared with others,NA,NA,Bermondsey Street,54,SE1 3UD,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
256,Unknown Artist / Maker,Ground Floor,Workshop/Studio Activities,Yard shared with others,NA,NA,Peacock yard,10,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
258,Unknown Artist/Maker,Ground Floor,Workshop/Studio Creation,Yard shared with others,NA,NA,Peacock yard,9,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
2178,Sugarhouse Studios,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
2115,Julian Stair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
2179,Pure And Applied Conservation Framing Llp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,G
NA,Jason Yates Photographer,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,19C,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Jonathan Gregson Ltd,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,12 A and 12 B,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Lee Mawdsley Photography Ltd,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,20C,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Maurizio Anzeri,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,12D,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Morgans Photography,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,14A,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Myles New Ltd,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,20F,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Nato Welton,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,14B,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
NA,Enis Akyuz Photographer,NA,NA,NA,NA,NA,Riley Road,58,SE1 3DG,19A,NA,NA,Cities,Artisan / art production,"Q Arts, culture, leisure and sports",Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
1984,Grant Macdonald,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,C Manufacture: other,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
33,Joanna Georgiades,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
31,Jamie Temple,NA,Artist,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
313,Ruth Anthony Engravers,Level 1,Engraving,Yard shared with others,Loading from vehicles in yard used,ruthanthony.co.uk,Iliffe Yard,NA,SE17 3QA,9.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b5e20766-be3f-421e-9887-bfd2ec305281_1568649161.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
484,Wild Fawn Jewllery,Level 2,Ethical + Eco-Friendly Jewellery Makers,No associated yard space,No goods access required,https://www.wildfawnjewellery.com/,Drummond Road,100,SE16 4DG,206.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=150266b0-c8dc-11e9-8e75-6d84cdbe1424_1566918861.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,L2
1174,Decor Arts,Ground Floor,"Fine Applied & Gilded Decoration (Specialist Gilders And Painters For Trade, Particularly The Furniture Trade).",Yard for own use only,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in street used",http://www.decorarts.co.uk/,Grace's Mews,7,SE5 8JF,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=440d8d83-7faf-4253-9373-35f0816fed07_1564161502.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=440d8d83-7faf-4253-9373-35f0816fed07_1564161642.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,yes,yes,no,no,G
1006,Glass Blowing,Ground Floor,Gallery And Workshops,Unit has use of operational yard,No goods access required,https://londonglassblowing.co.uk,Bermondsey Street,62-66,SE1 3UD,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8c7d901b-7acf-4eab-b592-27891eb9772c_1564578110.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,yes,yes,no,no,G
97,Bruno Romanelli,Ground Floor,Glass Artist,Unit has use of operational yard,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used",NA,Station Passage,NA,SE15 2JR,12.0,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
784,Sew Ltd,Ground Floor,Gold/Silversmiths,No associated yard space,NA,http://www.sewltd-gold-silversmith.com,Peckham Road,36 - 38,SE5 8QT,2.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=fd08535a-9329-494a-ab4e-d67d3aae79f0_1565648363.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,G
2104,Tilly Sudsbury,Level 2,Jeweller,No associated yard space,No goods access required,https://www.tillysudsbury.com/,Rye Lane,95A,SE15 4ST,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,L2
645,Studio 9d Jewellery Collective,Level 1,Jewellery Design And Making,NA,NA,NA,Peckham Road,36 - 38,SE5 8QT,9.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=927b61f2-2f34-4793-bd8a-547dd4d4eadf_1565641244.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,yes,yes,no,no,L1
358,Donna Brennan,Level 1,Jewellery Designer,NA,NA,www.donnabrennan.co.uk,Iliffe Yard,NA,SE17 3QA,7.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=8ffe452b-1c2b-4377-8f14-10590fd5028d_1568196954.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,yes,yes,no,no,L1
1439,Big Metal,"Ground Floor, Level 1",Jewellery Manufacture,Yard for own use only,Loading from vehicles in yard used,Bigmetal.net,Occupation road,1,SE17 3be,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0ce5f3b0-d5bc-4b20-92de-8e3f332967ff_1567696758.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=0ce5f3b0-d5bc-4b20-92de-8e3f332967ff_1563714970.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,G
777,Flux Studios,Ground Floor,Jewellery School And Professional Studio,Yard shared with others,"Loading from vehicles in yard used, Level access to ground floor (e.g. items can be wheeled in)",http://www.fluxstudios.org,Peckham Road,36 - 38,SE5 8QT,2.0,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=9488dd3d-bd1c-48ec-b736-22c05697fb7c_1565877154.jpg,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,G
1604,Tawny Phillips,Ground Floor,Jewellery Workshop,Yard shared with others,NA,www.tawnyphillips.com,Copperfield Street,38,SE1 0ea,1.0,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=dd20cd14-4a91-471e-ab60-7097a6a2c8c5_1566604056.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=dd20cd14-4a91-471e-ab60-7097a6a2c8c5_1566604107.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,G
1607,Peter Logan,"Ground Floor, Level 1",Kinetic Sculpture,Yard shared with others,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used, Loading from vehicles in street used",www.peterlogan.net,Copperfield Street,38,SE1 0ea,4.0,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=107a3575-7d6e-44fc-a629-86c61a49b65e_1566525214.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=107a3575-7d6e-44fc-a629-86c61a49b65e_1566525289.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,yes,yes,no,no,G
1169,36 Bourne Street Ltd,Ground Floor,"Leather, Textiles, Wallpaper And Trimmings",No associated yard space,"Level access to ground floor (e.g. items can be wheeled in), Loading from vehicles in yard used, Loading from vehicles in street used",www.36bournestreet.com,Peckham Road (Vanguard Court),36 - 38,SE5 8QT,20.0,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c35ca739-20d2-431f-9d87-20012b29172d_1564154995.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=c35ca739-20d2-431f-9d87-20012b29172d_1564155582.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
554,Foundry,"Ground Floor, Level 1",Multiple Businesses,Yard shared with others,"Goods lift access, Fork lift truck used",NA,NA,NA,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=d2710553-e2c6-44eb-8fbd-e9fcb26bcd59_1568655276.jpg,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
764,Gn Hughes,Level 1,Picture Framers,No associated yard space,Loading from vehicles in yard used,NA,Peckham Road,36 - 38,SE5 8QT,6.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=b1125b1a-cbae-45de-8bbd-92318578cfb5_1565196828.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
230,Brown & Co Picture Framing,"Ground Floor, Basement",Picture Framing,No associated yard space,Loading from vehicles in yard used,NA,East Dulwich Road,44,SE22 9AX,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=254c0ffe-7a07-482e-8351-a40b3e2cc546_1568908416.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=254c0ffe-7a07-482e-8351-a40b3e2cc546_1568908704.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
243,The Arterie Picture Framing,NA,Picture Framing,NA,NA,NA,North Cross Road,37,SE22 9ET,NA,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=67f1a75c-8766-4998-8722-1cd3b6948033_1568904976.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
1127,A. Bliss,Ground Floor,Picture Framing & Mounting,Yard for own use only,Loading from vehicles in yard used,Abliss.co.uk,Robert Dashwood Way,172,SE17 3pz,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=343cf9c7-007e-44ee-87cc-08dfb03e0462_1566921046.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=343cf9c7-007e-44ee-87cc-08dfb03e0462_1566921278.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
641,Eliza Hopewell Plates,Level 1,Plate Painting,No associated yard space,"No goods access required, Loading from vehicles in yard used",https://elizahopewellplates.com,Peckham Road,36 - 38,SE5 8QT,9.0,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=ec025a22-eed7-4d1f-9c63-54bfa6b9eb62_1565639382.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,L1
291,Kiln Rooms,Ground Floor,Pottery Manufacturers,NA,NA,Thekilnrooms.com,Rye Lane,95a,SE15 4ST,202.0,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
1339,The Kiln Rooms,Ground Floor,Pottery Studio,NA,NA,Thekilnrooms.com,NA,NA,SE15,NA,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7adfa117-f807-4c90-83cc-694f16116d06_1563877784.jpg,https://five.epicollect.net/api/media/sia-audit?type=photo&format=entry_original&name=7adfa117-f807-4c90-83cc-694f16116d06_1563877807.jpg,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in predominantly industrial premises,yes,no,yes,no,no,G
1969,Tannery Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cities,Artisan / art production,NA,Stand alone (industrial),Industrial in mixed use premises,yes,no,yes,no,no,G
